horizon_name,trading_day_ahead,forecast_date,expected_price,lower_price,upper_price,expected_return_pct,std_log_return
d0113,113,2022-07-11,328.00204,323.7842,332.27487,1.548624,0.006603391
d0114,114,2022-07-12,342.55594,339.9482,345.1837,6.054473,0.0038988367
d0115,115,2022-07-13,334.40363,331.8257,337.0016,3.530538,0.0039484
d0116,116,2022-07-14,331.05756,322.85977,339.4634,2.4945974,0.012792902
d0117,117,2022-07-15,342.4133,338.2433,346.6347,6.010306,0.006251539
d0118,118,2022-07-18,329.51733,323.427,335.72235,2.0177484,0.009518114
d0119,119,2022-07-19,331.34827,324.57837,338.25937,2.5846004,0.010532127
d0120,120,2022-07-20,340.2309,337.7113,342.76926,5.3346395,0.003792366
d0121,121,2022-07-21,336.49402,334.0362,338.96985,4.1777134,0.0037402564
d0122,122,2022-07-22,332.22812,323.70633,340.97433,2.8570056,0.013257772
d0123,123,2022-07-25,340.5227,335.29474,345.8322,5.4249883,0.007893837
d0124,124,2022-07-26,331.4068,323.3449,339.66965,2.6027203,0.012564758
d0125,125,2022-07-27,335.16312,331.816,338.5439,3.7656665,0.0051207463
d0126,126,2022-07-28,326.40134,318.3871,334.61725,1.0530472,0.012683561
